,title,year,budget_2013$,intgross_2013$
1750,I Spit on Your Grave,1978,6248735,4565044.0
1751,Superman,1978,196388829,1071925937.0
1752,The Deer Hunter,1978,53560590,178535299.0
1753,A Bridge Too Far,1977,99921804,195231833.0
1754,Annie Hall,1977,15372585,147005823.0
1755,Close Encounters of the Third Kind,1977,76862926,1297830510.0
1756,Eraserhead,1977,384315,26902024.0
1757,High Anxiety,1977,13066697,119379800.0
1758,Julia,1977,23058878,5246310.0
1759,Star Wars,1977,42274609,3066446442.0
1760,Assault on Precinct 13,1976,122754817,147473116.0
1761,Family Plot,1976,12275482,54012120.0
1762,Logan&#39;s Run,1976,28642791,102295681.0
1763,Network,1976,15548943,96934884.0
1764,Rocky,1976,4091827,920661128.0
1765,Silent Movie,1976,18004040,147901939.0
1766,Sparkle,1976,40918272,100905781.0
1767,Taxi Driver,1976,4091827,115645570.0
1768,Barry Lyndon,1975,47609104,86562007.0
1769,Jaws,1975,51937204,2037236823.0
1770,Monty Python and the Holy Grail,1975,1731240,21765791.0
1771,One Flew Over the Cuckoo&#39;s Nest,1975,19043641,471681892.0
1772,The Rocky Horror Picture Show,1975,5193720,605399166.0
1773,Black Christmas,1974,42513535,76693179.0
1774,Blazing Saddles,1974,12281688,564485269.0
1775,The Conversation,1974,7557962,20878869.0
1776,The Godfather: Part II,1974,61408439,270669505.0
1777,The Texas Chain Saw Massacre,1974,661322,125520924.0
1778,The Towering Inferno,1974,661322,125520924.0
1779,Young Frankenstein,1974,13226433,407657562.0
1780,American Graffiti,1973,4074506,734145189.0
1781,High Plains Drifter,1973,82329139,82329139.0
1782,Sleeper,1973,10487788,96197818.0
1783,The Exorcist,1973,62926730,2111900435.0
1784,The Sting,1973,28841418,837011132.0
1786,Pink Flamingos,1972,66866,2305762.0
1787,The Godfather,1972,39004975,1496119403.0
1788,Escape from the Planet of the Apes,1971,14386286,70780525.0
1789,Shaft,1971,305063707,616827003.0
1790,Straw Dogs,1971,143862856,64760273.0
1791,The French Connection,1971,12659931,236848653.0
1792,Willy Wonka &amp; the Chocolate Factory,1971,17263543,23018057.0
1793,Beyond the Valley of the Dolls,1970,5997631,53978683.0
